procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 192920  17896  17428 203612    4    0     4  6788  274 67222 84 14  2  0
 0  0 192920  16160  17460 208528   20    0   176  4960  468 71420 88 10  0  2
 0  0 192920  17608  17496 207028   20    0    60  6052  350 70561 88 10  1  0
 0  0 192920  15812  17504 208812    4    0     8     0  206 77102 88 12  0  0
 0  0 192920  15828  17504 208796    0    0     0     0  205 75140 84 14  2  0
 0  0 192920  15964  17512 208616   16    0    20     0  209 69685 83 14  3  0
 0  1 192920  16452  17512 196088    0 1024   128 26452  377 70048 81 16  3  0
 0  1 192920  21928  17532 201972    4    0     4   220  648 72078 86 12  0  2
 0  0 192920  16956  17544 207236    4    0     4 11472  475 72352 83 15  0  2
 0  0 192920  16008  17552 208124   12    0    12     0  206 73112 84 13  2  0
 0  0 192920  16176  17576 207916   16    0    16     0  207 72495 87 11  2  0
 0  1 192920  25188  17584 198420    4    0    12 19532  542 70338 81 16  0  2
 0  0 192920  19152  17620 204828   44    0    72   252  235 74848 90  8  0  2
 0  0 192920  15992  17652 208972    8    0     8     0  206 67846 88 11  1  0
 0  0 192920  15820  17696 209096    4    0   132     0  208 71416 91  7  1  0
 0  0 192920  15896  17712 209004    0    0     0     0  204 74004 87 10  2  0
 0  1 192920  19224  17716 199412    0    0     0 30908  524 62586 81 16  2  0
 0  0 192920  18308  17760 206392    8    0     8   344  442 68153 90  8  0  2
 0  0 192920  16280  17764 208400   16    0    32     0  211 68475 88  9  2  0
 0  1 192920  20640  17768 202912  148    0   152 18128  529 35421 49  9  0 42
 0  0 192920  17884  17776 206440  196    0   196   260  292 61605 75  6  0 18
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 192920  17660  17796 206196  448    0   448  7808  476 56427 72  7  1 19
 0  2 192920  17588  17804 203388  324    0   324  8024  317 56877 70 10  2 17
 0  0 192920  16456  17828 206940  100    0   100   232  367 68154 81 11  2  6
 0  0 192920  16116  17832 206624  656    0   784     0  371 56284 67 12  1 20
 0  0 192920  16092  17832 206540  108    0   132     0  237 68855 81 14  2  3
 0  0 192920  24376  17840 198248   12    0    12 19344  553 68870 83 14  0  2
 0  0 192920  18828  17164 204460    8    0     8  6604  347 71822 84 14  2  0
 1  0 192920  15768  15180 209572   40  108    40   108  236 70816 88  7  3  1
 0  0 192940  16584  11756 212176    4  704     4   704  251 73613 86 11  2  0
 0  0 192940  16204  10724 213564   24    0    24     0  209 72840 88 10  2  0
 0  1 192940  19392  10728 207488   24    0   152 23584  545 73493 85 15  0  0
 0  0 192940  17056  10744 212384   56    0    76  8000  465 68577 81 13  0  6
 0  0 192940  16096  10748 213540   16    0    16     0  208 72487 87 12  1  0
 0  0 192940  16084  10756 213436  232    0   232     0  261 68042 80 13  2  4
 0  0 192940  16044  10760 213192  256    0   256     0  268 40921 57  8  8 26
 0  1 192940  23820  10760 203828  164    0   164 18792  582   266 41  5  8 46
 0  0 192940  22976  10776 205732   12    0    12  2972  336 35340 64  9 10 16
 0  0 192940  17320  10780 211340    0    0     0     0  203 74706 81 18  1  0
 0  0 192940  15960  10796 212688    0   24     0    24  212 74142 75 23  2  0
 0  0 192940  18876  10808 209760    0    0     0 14284  469 72088 75 23  2  0
 0  0 192940  15924  10828 212692    4    0   132  7556  361 73083 79 19  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 192940  15812  10840 212792    0    0     0     0  204 75047 83 15  2  0
 0  0 192940  19640  10864 209044    4    0     4 13800  472 76799 84 16  0  0
 0  0 192940  20664  10896 208016    4   52     4  8512  385 72751 83 14  2  0
 0  0 192940  16368  10908 212296    4    0     4     0  204 73013 82 17  1  0
 0  0 192940  18404  10928 210240    0    0     4 12968  496 72867 86 14  0  0
 0  0 192940  19632  10956 208980    4    0     4  7808  368 73786 82 15  2  0
 0  1 192940  18336  10972 209088    4   20     4  7220  308 73080 83 14  3  0
 0  0 192940  16120  10996 212516    8    0   136  2624  322 73997 86 12  2  0
 0  0 192940  18104  11012 210520    0    0     4  7900  360 73072 84 13  2  0
 0  0 192940  17404  11052 211176    4    0     4  7632  372 70633 86 11  3  0
 0  0 192940  18788  11092 209748    4    0     4  6340  345 71798 86 12  2  0
 0  0 192940  19272  11132 209140   96    0    96  8324  402 70029 84 14  1  1
 0  0 192940  18372  11168 210004    0    0    20  7056  357 72339 82 18  0  0
 0  0 192940  18388  11184 209972    0    0     4  4640  301 73266 82 15  2  0
 0  0 192940  16092  11212 212232    8    0    12  4264  297 74742 83 14  0  2
 0  2 192940  18256  11228 210324    0    0    12 12240  432 63634 83 14  2  0
 0  1 192940  15948  11240 212616   12  416    16   500  279 74378 83 15  0  1
 0  1 192940  16088  11252 212436   24    0   152     0  230 74882 87 11  2  0
 1  0 192940  15816  11252 212704    4    0     4     0  209 66980 87 11  2  0
 0  2 192940  20844  11272 207632    4    0     4 25456  735 64419 85 12  0  2
 0  1 192940  16820  11304 211624    4    0     4   864  232 74777 83 14  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 192940  15788  11308 213076    0    0     0     0  205 75127 79 18  2  0
 0  1 192940  19564  11336 209268    4    0     4 13128  450 66934 81 16  2  0
 0  2 192940  20528  11336 205868    4    0     4 11424  269 71544 82 16  1  0
 0  1 192940  17828  11368 210964    0    0     0  3596  441 73238 86 11  2  0
 1  0 192940  17712  11396 211052    0    0    16  6044  303 72337 86 14  0  0
 0  0 192940  15776  11420 212952    8    0     8     0  206 75763 86 13  1  0
 0  0 192940  16012  11420 212708    4    0   132     0  207 73799 85 12  3  0
 0  1 192940  20292  11416 202368    0    0     0 22680  388 70976 88 11  1  0
 0  0 192940  21068  11448 207432    4    0     4  4720  540 73498 84 15  0  1
 0  0 192940  16308  11452 212180    8    0    20     0  208 71731 84 12  2  1
 1  0 192940  16024  11464 212452    0    0   132     0  210 74670 84 13  2  0
 0  0 192940  15800  11464 212672    4    0     4     0  205 71746 85 13  2  0
 0  1 192940  17020  11504 202688    8    0     8 26824  357 66280 83 15  2  0
 0  0 192940  19872  11532 208444    4    0    24   260  541 66728 77 21  2  0
 0  0 192988  15940  11540 212492    0  404     0   404  248 71801 88 11  1  0
 0  0 192988  16800  11548 211756    0  208     0   208  235 73630 87 10  2  0
 0  0 192988  16040  11552 212492   12    0    12     0  206 77153 89 11  0  0
 0  1 192988  16236  11576 202656    4    0     4 30872  370 68615 79 19  2  0
 0  0 192988  20200  11596 208048    0    0   128   272  585 72996 87 12  0  0
 0  0 192988  16168  11616 212040    4    0     8  9968  404 71449 86 13  0  1
 0  0 192988  15952  11644 212752   20    0    20     0  208 71702 84 12  2  2
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 192988  16016  11648 212672   12    0    12     0  207 73448 86 11  2  0
 0  1 192988  20128  11648 202308   36    0    36 22436  399 62774 76 20  2  1
 0  0 192988  20796  11672 207808   16    0    16  4272  525 62444 75 12  1 11
 0  0 192988  16356  11688 212208    8    0     8     0  207 72198 86 11  2  0
 0  0 192988  17572  11700 210992    8    0     8 11856  433 75455 86 14  0  0
 1  0 192988  15816  11724 212456  264    0   264     0  269 64314 77 11  2  9
 0  0 192988  20836  11740 207388   32    0    64 13652  486 62640 77 11  2  9
 0  0 192988  16748  11760 211424   32    0   176  5668  333 70779 84 13  2  0
 0  0 192988  17160  10748 212008   12    4    12  6468  345 73183 84 13  2  0
 0  0 192988  16848  10784 212212   76    0    92  7952  391 71346 77 20  2  0
 0  0 192988  17880  10812 211012  140    0   140  4016  323 69789 82 11  2  5
 0  0 192988  19516  10828 209344   12    0    12  6516  340 75272 84 16  0  0
 0  0 192988  16652  10840 212028  172    0   208  5428  367 62515 78 10  1 10
 0  0 192988  19072  10848 209428  172    0   176  3420  320 18049 51  4 24 20
 0  1 192988  18296  10848 209996    0    0     0  2584  242 11565 58  5 36  0
 0  0 192988  15796  10872 212680    0   20     0   116  230 73494 86 12  1  0
 0  0 192988  15984  10892 212472    0    0     4 10788  428 75366 81 19  0  0
 0  0 192988  17056  10916 211404    8    0   148  6212  346 72233 84 14  2  0
 0  0 192988  16032  10920 212424    0    0     0     0  204 73939 85 13  2  0
 0  0 192988  16096  10920 212360    8   52     8    52  217 73736 83 15  1  0
 0  1 192988  18612  10932 209308   16    0    20 22116  526 69887 81 16  0  3
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 192988  18772   9952 210640    0    0     0  5100  414 72997 86 12  2  0
 0  1 192988  16792   9960 209656    4    0     4  7764  238 73589 86 12  2  0
 0  0 192988  16148  10008 213204    0    0    16  5164  446 71683 81 16  3  0
 0  0 192988  18372  10032 211072    0    0    12  7104  358 73140 79 19  2  0
 0  0 192988  17764  10100 211532   88    0   248  5468  363 72455 89  9  2  0
 0  0 192988  18384  10132 210972   16    0    24  5820  337 72788 83 15  2  0
 0  2 192988  18268  10176 211044    0    0    16 10060  420 76050 89 11  0  0
 0  1 192988  18500  10192 209316    8    0    12  6356  277 73155 87 11  2  0
 0  1 192988  18744  10208 209468   24    0    64  6304  339 71427 83 15  0  1
 0  0 192988  16716  10228 212512    0    0     4  4160  366 73298 84 14  2  0
 0  1 193008  17436  10260 211764   12  416    44  8988  447 72393 89  9  2  0
 0  0 193008  15824  10308 213328    4    0     4  2376  265 73667 84 13  2  0
 0  0 193008  17096  10360 212356   20    0    44 11128  451 70584 85 13  2  0
 0  0 193008  18356  10396 211052   16    0    28  5792  340 72553 83 14  3  0
 0  0 193008  20316  10416 209548    8    0    16  6760  348 72824 85 13  0  2
 0  0 193008  16656  10436 213188    0    0   128  3752  354 74332 85 13  2  0
 0  0 193008  17264  10448 212568    0    0     0  7076  347 60913 78 20  2  0
 0  0 193008  16188  10460 213632    0    0     0     0  206 77186 85 15  0  0
 0  0 193008  16084  10456 213740    0    0     0     0  203 75070 85 12  2  0
 0  1 193008  22380  10488 206856    0    0    12 19664  570 71232 85 13  2  0
 0  1 193008  16764  10504 212956   20    0    36 10052  427 69599 81 16  0  2
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 193008  19144  10540 210568    0    0     0  5728  382 72618 85 13  2  0
 0  0 193008  20012  10596 209656    4    0    56  7976  390 71641 82 15  2  0
 0  0 193008  19856  10624 209724   60    0   288  5336  351 72884 84 13  2  0
 0  0 193008  16548  10644 213012    0    0   128     0  209 75313 87 11  2  0
 0  0 193008  17440  10652 212288    0    0     0  9980  399 72658 85 12  2  0
 0  0 193008  16976  10684 212720    0    0    32 11088  441 67303 84 14  1  0
 0  0 193008  15952  10684 213740    4    0     4     0  204 73858 88 10  2  0
 0  0 193008  16220  10684 213464    4    0     4     0  204 78542 87 13  0  0
 1  0 193036  16288  10708 213348    8   28     8    28  207 73633 87 11  2  0
 0  0 193036  22472  10716 206768    4    0     4 21220  614 59720 84 13  2  0
 0  0 193036  17056  10740 212156    4    0     4  9264  392 67798 83 15  2  0
 0  0 193036  15976  10764 213212    0    0     0     0  204 64696 86 12  2  0
 0  0 193036  15932  10772 213244    4    0     4     0  204 71374 84 13  3  0
 0  0 193076  17608  10780 211616    0  656   128   656  293 67018 88 10  0  2
 1  1 193076  22496  10788 206444    4    0     4 27020  692 62434 77 21  0  2
 0  0 193076  16080  10816 212812   32    0    44  5716  338 62842 78 13  1  7
 0  0 193076  15920  10832 212956    0    0     0     0  203 74675 86 12  1  0
 0  0 193076  23056  10840 205812    0    0     0 12852  448 73091 85 12  2  0
 0  0 193076  17312  10864 211528    4    0     4     0  204 76479 86 14  0  0
 0  0 193076  17436  10896 211720    0    0     0  9316  392 73988 84 14  1  0
 0  0 193076  16164  10912 212960   16    0    20     0  208 71042 88 10  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 193076  24304  10916 204552  264    0   264 13556  523 18134 23  9  0 67
 0  0 193076  18564  10940 210252   16    0   156     0  214 75816 82 17  0  0
 0  0 193076  16228  10952 212572    4    0     4     0  205 72702 84 14  2  0
 0  0 193076  18628  10976 210132   16    0    16 13392  459 69487 84 13  0  2
 0  0 193076  17400  10980 211056  300    0   300     0  279 23404 47  5 17 31
 1  0 193076  18376  10980 210036   44    0    44     0  214   170 51  1 43  5
 0  0 193076  16028  10984 212356    4    0     4     0  205 69748 85 11  4  0
 0  0 193076  16088  11000 212248    0    0     0     0  202 74007 86 12  1  0
 0  1 193076  21984  11012 205576    4    0     4 26460  686 70260 81 17  0  2
 0  0 193076  17392  11044 210772    0    0     4  3108  329 72396 87 10  2  0
 0  1 193076  19280  11068 207172    0  120    12 10268  348 72852 82 15  2  0
 0  1 193076  17468  11080 210772    4    0   132   180  295 74085 85 12  2  0
 1  1 193076  21020  10064 207792    8    0     8 13536  428 71540 79 18  2  0
 0  1 193076  17248  10080 211984    0    0     0    92  252 74703 84 14  2  0
 1  0 193076  17868  10104 211352    0    0     0 11404  440 73196 83 14  2  0
 0  1 193076  15796  10108 213660    4  108     4   108  222 74867 85 12  2  0
 0  1 193076  19376   9088 205936    4    0     4 13568  242 75804 84 16  0  0
 0  1 193076  18772   9120 211636    0    0     0  6532  562 72155 82 16  0  2
 0  1 193076  15888   9136 214504    0    0    20     0  208 70511 84 13  2  0
 0  1 193084  15836   9144 214760    0  104     4   104  225 68681 87 11  2  0
 0  2 193084  21144   9152 206204    0    0   132 17556  428 64338 80 18  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 193084  19344   9176 211256    8    0     8   268  358 72528 84 14  2  0
 0  2 193084  18160   9168 211436   16    0    16 13572  420 67604 85 13  2  0
 1  0 193084  15972   9184 214592    4    0     4   232  254 72031 83 15  2  0
 0  1 193084  16088   9216 214440    0    0     8 11768  442 69594 78 18  3  0
 0  1 193088  19676   9244 210992    0   36     0  7816  377 74961 84 14  0  2
 1  1 193088  16056   9268 214592    0    0     0     0  198 75979 83 15  2  0
 0  0 193088  15736   9300 214868    0    0     0 12632  440 66276 81 16  3  0
 0  1 193088  15796   9300 214804    4    0     4     0  204 68431 88 12  0  0
 0  0 193088  17896   9316 212684    0    0   128  9364  430 71910 84 13  0  2
 2  1 193088  18056   9340 212452   92    0    92 12860  496 70432 86 12  2  0
 0  0 193088  15864   9360 214620    0    0     4     4  205 67304 82 16  2  0
 0  1 193096  20728   9380 209720    4  604     4 11236  462 61439 81 17  2  0
 0  1 193096  18556   9380 210384    4    0     4  8476  280 67771 84 13  2  0
 0  0 193096  16040   9428 214424    0    0     0  5804  422 68741 81 17  2  0
 0  2 193096  16800   9452 210840    4    0     8  7500  240 61981 86 11  2  0
 0  1 193096  16040   9488 214268    8    0     8  4196  406 68513 86 13  1  0
 0  1 193096  17960   9524 212976    4    0     4  6728  347 71341 88 10  2  0
