procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717580  40968 214948    0    0     0     0  203   129  2  0 98  0
 2  0  67388 717580  40968 214948    0    0     0     0  204   121  1  2 97  0
 2  0  67388 717580  40968 214948    0    0     0    20  207   133  1  1 97  0
 2  0  67388 717580  40968 214948    0    0     0     0  206   116  1  2 97  0
 2  0  67388 717580  40968 214948    0    0     0     0  203   121  1  1 98  0
 2  0  67388 717580  40968 214948    0    0     0     0  203   134  1  0 99  0
 2  0  67388 717580  40968 214948    0    0     0     0  203   119  3  1 96  0
 1  0  67388 717580  40972 214948    0    0     0    72  217   132  2  2 95  0
 2  0  67388 717580  40972 214948    0    0     0     0  203   119  2  2 96  0
 2  0  67388 717580  40972 214948    0    0     0     0  204   123  2  1 96  0
 1  0  67388 717580  40972 214948    0    0     0     0  205   129  2  3 95  0
 2  0  67388 717580  40972 214948    0    0     0     0  204   121  2  1 97  0
 2  0  67388 717580  40972 214948    0    0     0    20  206   137  2  1 97  0
 2  0  67388 717580  40972 214948    0    0     0     0  204   119  2  1 97  0
 2  0  67388 717580  40972 214948    0    0     0     0  203   122  2  1 97  0
 2  0  67388 717580  40972 214948    0    0     0     0  204   124  1  1 97  0
 2  0  67388 717580  40972 214948    0    0     0     0  203   113  1  1 97  0
 2  0  67388 717576  40972 214948    0    0     0    20  210   135  2  1 97  0
 2  0  67388 717576  40972 214948    0    0     0     0  202   115  1  1 98  0
 2  0  67388 717576  40972 214948    0    0     0     0  204   118  1  1 98  0
 2  0  67388 717576  40972 214948    0    0     0     0  203   123  1  1 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717576  40972 214948    0    0     0     0  204   119  1  1 98  0
 1  0  67388 717572  40976 214948    4    0     4    20  208   132  1  1 95  2
 2  0  67388 717572  40976 214948    0    0     0     0  204   113  1  1 98  0
 2  0  67388 717572  40976 214948    0    0     0     0  206   118  2  1 96  0
 2  0  67388 717572  40976 214948    0    0     0     0  202   115  0  1 99  0
 2  0  67388 717572  40976 214948    0    0     0     0  204   109  2  1 97  0
 2  0  67388 717572  40976 214948    0    0     0    20  207   127  2  1 97  0
 2  0  67388 717572  40976 214948    0    0     0     0  204   110  2  1 97  0
 2  0  67388 717572  40976 214948    0    0     0     0  203   113  2  1 97  0
 1  0  67388 717572  40976 214948    0    0     0     0  206   122  3  1 96  0
 3  0  67388 717572  40976 214948    0    0     0     0  202   110  3  0 97  0
 1  0  67388 717572  40976 214948    0    0     0    20  208   128  2  2 96  0
 1  0  67388 717572  40976 214948    0    0     0     0  203   117  2  1 97  0
 2  0  67388 717572  40976 214948    0    0     0     0  204   120  2  1 97  0
 1  0  67388 717572  40976 214948    0    0     0     0  203   120  1  1 98  0
 1  0  67388 717572  40976 214948    0    0     0     0  204   124  2  1 97  0
 1  0  67388 717572  40980 214948    0    0     0    24  210   118  1  0 98  0
 2  0  67388 717572  40980 214948    0    0     0     0  203   109  1  1 97  0
 2  0  67388 717572  40980 214948    0    0     0     0  203   117  2  2 96  0
 2  0  67388 717572  40980 214948    0    0     0     0  204   120  2  1 96  0
 1  0  67388 717572  40980 214948    0    0     0     0  203   115  1  2 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717572  40980 214948    0    0     0    20  208   126  1  2 96  0
 1  0  67388 717572  40980 214952    0    0     0     0  203   114  2  2 96  0
 1  0  67388 717572  40980 214952    0    0     0     0  206   117  3  2 95  0
 1  0  67388 717572  40980 214952    0    0     0     0  202   122  2  1 97  0
 1  0  67388 717572  40980 214952    0    0     0     0  204   127  2  2 96  0
 2  0  67388 717568  40984 214952    0    0     0    40  208   121  2  1 97  0
 1  0  67388 717568  40984 214952    0    0     0     0  204   108  2  0 97  0
 1  0  67388 717568  40984 214952    0    0     0     0  203   119  2  1 97  0
 1  0  67388 717568  40984 214952    0    0     0     0  204   124  2  1 97  0
 2  0  67388 717568  40984 214952    0    0     0     0  204   118  3  0 97  0
 0  1  67388 717564  40984 214952    4    0     4    20  208   123  2  1 94  2
 2  0  67388 717560  40984 214952    0    0     0     0  204   121  1  2 97  0
 1  0  67388 717560  40984 214952    0    0     0     0  204   119  1  1 98  0
 2  0  67388 717560  40984 214952    0    0     0     0  203   128  2  1 97  0
 2  0  67388 717560  40984 214952    0    0     0     0  204   119  2  1 97  0
 1  0  67388 717556  40984 214952    4    0     4    20  208   130  3  0 96  0
 1  0  67388 717556  40984 214952    0    0     0     0  206   122  2  1 97  0
 1  0  67388 717556  40984 214952    0    0     0     0  202   116  1  1 98  0
 1  0  67388 717556  40984 214952    0    0     0     0  204   129  2  1 97  0
 1  0  67388 717556  40984 214952    0    0     0     0  203   123  2  2 96  0
 1  0  67388 717556  40988 214952    0    0     0    20  208   130  2  0 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717556  40988 214952    0    0     0     0  203   120  2  1 97  0
 1  0  67388 717556  40988 214952    0    0     0     0  204   120  2  1 97  0
 1  0  67388 717556  40988 214952    0    0     0     0  204   124  1  1 97  0
 1  0  67388 717556  40988 214952    0    0     0    36  211   130  2  1 97  0
 1  0  67388 717556  40988 214952    4    0     4     0  204   123  2  1 97  0
 1  0  67388 717556  40988 214952    0    0     0     0  204   122  3  1 96  0
 1  0  67388 717556  40988 214952    0    0     0     0  203   119  2  1 97  0
 3  0  67388 717556  40988 214952    0    0     0     0  204   132  2  2 96  0
 2  0  67388 717556  40988 214952    0    0     0    20  207   128  3  1 96  0
 3  0  67388 717556  40988 214952    0    0     0     0  198   110  1  2 97  0
 3  0  67388 717556  40988 214952    0    0     0     0  191   106  2  1 96  0
 2  0  67388 717556  40988 214952    0    0     0     0  197   117  3  1 96  0
 2  0  67388 717556  40988 214952    0    0     0     0  203   119  2  1 97  0
 1  0  67388 717556  40992 214952    0    0     0    20  208   130  1  1 97  0
 1  0  67388 717556  40992 214952    0    0     0     0  203   121  2  2 96  0
 1  0  67388 717556  40992 214952    0    0     0     0  203   121  3  1 96  0
 2  0  67388 717556  40992 214952    0    0     0     0  206   126  2  1 97  0
 1  0  67388 717556  40992 214952    0    0     0     0  203   122  1  1 98  0
 1  0  67388 717556  40992 214952    0    0     0    20  207   129  1  1 98  0
 2  0  67388 717556  40992 214952    4    0     4     0  205   124  2  1 97  0
 1  0  67388 717556  40992 214952    4    0     4     0  204   117  2  1 95  2
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717556  40992 214952    0    0     0     0  204   120  1  1 97  0
 2  0  67388 717556  40992 214952    4    0     4     0  204   129  2  1 97  0
 2  0  67388 717556  40992 214952    0    0     0    20  209   127  2  1 97  0
 2  0  67388 717556  40992 214952    0    0     0     0  203   123  2  1 97  0
 2  0  67388 717556  40992 214952    0    0     0     0  204   121  2  1 97  0
 1  0  67388 717556  40992 214952    0    0     0     0  203   121  2  1 97  0
 2  0  67388 717556  40992 214952    0    0     0     0  204   125  1  0 98  0
 2  0  67388 717552  40992 214956    4    0     4    40  209   131  2  0 97  0
 0  1  67388 717552  40992 214956    8    0     8     0  204   117  1  0 96  2
 1  0  67388 717552  40992 214956    0    0     0     0  206   124  1  1 98  0
 2  0  67388 717552  40992 214956    0    0     0     0  204   123  1  0 98  0
 2  0  67388 717552  40992 214956    0    0     0     0  203   121  1  0 98  0
 2  0  67388 717552  40992 214956    0    0     0    36  211   134  1  1 97  0
 2  0  67388 717552  40992 214956    0    0     0     0  203   119  2  1 97  0
 2  0  67388 717552  40992 214956    0    0     0     0  204   121  1  1 98  0
 2  0  67388 717552  40992 214956    0    0     0     0  202   125  1  2 97  0
 2  0  67388 717552  40992 214956    0    0     0     0  205   122  1  1 98  0
 2  0  67388 717552  40996 214956    0    0     0    20  207   133  1  1 98  0
 1  0  67388 717552  40996 214956    0    0     0     0  204   113  1  1 97  0
 1  0  67388 717552  40996 214956    0    0     0     0  203   116  2  2 96  0
 1  0  67388 717548  40996 214956    0    0     0     0  204   125  1  2 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717548  40996 214956    0    0     0     0  203   117  0  1 99  0
 2  0  67388 717548  40996 214956    0    0     0    20  207   134  2  0 98  0
 1  0  67388 717548  40996 214956    0    0     0     0  205   114  2  1 97  0
 2  0  67388 717548  40996 214956    0    0     0     0  204   117  2  0 98  0
 2  0  67388 717548  40996 214956    0    0     0     0  203   122  1  1 98  0
 2  0  67388 717548  40996 214956    0    0     0     0  204   118  2  0 98  0
 2  0  67388 717548  40996 214956    0    0     0    20  207   131  1  1 98  0
 2  0  67388 717548  40996 214956    0    0     0     0  204   114  1  2 97  0
 2  0  67388 717544  40996 214956    0    0     0     0  202   119  1  1 98  0
 1  0  67388 717544  40996 214956    0    0     0     0  206   123  1  2 97  0
 1  0  67388 717544  40996 214956    0    0     0     0  203   115  1  0 99  0
 1  0  67388 717544  41000 214956    0    0     0    20  208   132  1  0 98  0
 1  0  67388 717544  41000 214956    0    0     0     0  203   117  1  0 98  0
 1  0  67388 717544  41000 214956    0    0     0     0  204   117  1  0 98  0
 1  0  67388 717544  41000 214956    0    0     0     0  202   126  1  0 98  0
 1  0  67388 717544  41000 214956    0    0     0     0  204   130  1  0 98  0
 1  0  67388 717544  41000 214956    0    0     0    20  209   133  1  1 98  0
 1  0  67388 717544  41000 214956    0    0     0     0  204   117  1  0 98  0
 1  0  67388 717544  41000 214956    0    0     0     0  204   119  1  0 98  0
 2  0  67388 717544  41000 214956    0    0     0     0  203   127  2  1 97  0
 2  0  67388 717544  41000 214956    0    0     0     0  204   118  1  1 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717544  41000 214956    0    0     0    20  206   132  1  1 98  0
 2  0  67388 717544  41000 214956    0    0     0     0  206   117  2  1 97  0
 1  0  67388 717544  41000 214956    0    0     0     0  203   112  1  0 99  0
 1  0  67388 717544  41000 214956    0    0     0     0  204   120  1  2 97  0
 2  0  67388 717544  41000 214956    0    0     0     0  203   127  2  1 96  0
 2  0  67388 717540  41004 214956    0    0     0    20  208   129  1  1 98  0
 1  0  67388 717540  41004 214956    0    0     0     0  202   122  2  0 98  0
 1  0  67388 717540  41004 214956    0    0     0     0  204   121  2  2 96  0
 2  0  67388 717540  41004 214956    0    0     0     0  205   132  2  0 98  0
 2  0  67388 717540  41004 214956    0    0     0     0  204   124  1  0 98  0
 1  0  67388 717532  41008 214956    0    0     0    20  207   129  1  1 98  0
 2  0  67388 717532  41008 214956    0    0     0     0  204   117  2  2 96  0
 1  0  67388 717532  41008 214956    0    0     0     0  203   116  2  1 97  0
 1  0  67388 717532  41008 214960    0    0     0     0  204   117  2  1 96  0
 1  0  67388 717532  41008 214960    0    0     0     0  202   112  2  2 96  0
 0  1  67388 717528  41008 214960    8    0     8    40  212   116  0  2 95  2
 2  0  67388 717528  41008 214960    0    0     0     0  204   120  2  1 96  0
 2  0  67388 717528  41008 214960    4    0     4     0  205   124  2  0 96  1
 1  0  67388 717528  41008 214960    0    0     0     0  203   126  2  1 96  0
 2  0  67388 717528  41008 214960    0    0     0     0  204   122  2  1 97  0
 3  0  67388 717528  41012 214960    0    0     0    20  206   127  2  1 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717528  41012 214960    0    0     0     0  204   120  2  1 97  0
 2  0  67388 717528  41012 214960    0    0     0     0  205   120  2  1 97  0
 1  0  67388 717528  41012 214960    0    0     0     0  204   133  2  0 98  0
 2  0  67388 717528  41012 214960    0    0     0     0  203   126  3  0 97  0
 2  0  67388 717528  41012 214960    0    0     0    20  208   131  1  1 98  0
 1  0  67388 717528  41012 214960    0    0     0     0  202   118  2  1 97  0
 2  0  67388 717528  41012 214960    0    0     0     0  204   120  2  1 97  0
 1  0  67388 717528  41012 214960    0    0     0     0  203   131  1  1 98  0
 1  0  67388 717528  41012 214960    0    0     0     0  206   122  2  0 98  0
 2  0  67388 717528  41012 214960    0    0     0    36  210   130  2  0 97  0
 1  0  67388 717528  41012 214960    8    0     8     0  206   122  1  1 95  2
 1  0  67388 717528  41012 214960    0    0     0     0  203   116  1  1 98  0
 1  0  67388 717528  41012 214960    0    0     0     0  204   130  2  1 97  0
 1  0  67388 717528  41012 214960    0    0     0     0  202   120  1  1 98  0
 1  0  67388 717528  41012 214960    0    0     0    20  208   130  1  2 97  0
 1  0  67388 717528  41012 214960    0    0     0     0  205   120  1  1 98  0
 1  0  67388 717528  41012 214960    0    0     0     0  204   115  2  1 97  0
 1  0  67388 717528  41012 214960    0    0     0     0  203   127  2  1 97  0
 1  0  67388 717528  41012 214960    0    0     0    20  208   136  2  1 97  0
 1  0  67388 717528  41012 214960    0    0     0     0  202   123  2  0 98  0
 1  0  67388 717528  41012 214960    0    0     0     0  204   117  1  1 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717528  41012 214960    0    0     0     0  203   123  1  0 98  0
 1  0  67388 717528  41012 214960    0    0     0     0  206   134  1  2 97  0
 2  0  67388 717528  41012 214960    0    0     0    20  207   129  1  2 97  0
 1  0  67388 717528  41012 214960    0    0     0     0  204   119  1  0 98  0
 1  0  67388 717528  41012 214960    0    0     0     0  203   118  1  0 98  0
 1  0  67388 717528  41012 214960    0    0     0     0  203   117  3  1 96  0
 3  0  67388 717528  41012 214960    0    0     0     0  197   113  1  0 98  0
 3  0  67388 717528  41012 214960    0    0     0    20  189   112  1  0 99  0
 2  0  67388 717528  41012 214960    0    0     0     0  204   115  2  0 98  0
 2  0  67388 717524  41012 214960    0    0     0     0  204   110  1  1 98  0
 2  0  67388 717524  41012 214960    0    0     0     0  203   113  2  1 97  0
 3  0  67388 717524  41012 214960    4    0     4     0  205   121  2  1 94  2
 1  0  67388 717524  41012 214960    0    0     0    20  206   127  1  1 98  0
 2  0  67388 717524  41012 214960    0    0     0     0  204   122  2  2 96  0
 2  0  67388 717524  41012 214960    0    0     0     0  203   119  1  2 97  0
 1  0  67388 717524  41012 214960    0    0     0     0  206   117  3  0 97  0
 1  0  67388 717524  41012 214960    0    0     0     0  203   121  1  0 99  0
 0  1  67388 717524  41012 214960    4    0     4    20  208   131  2  1 97  0
 1  0  67388 717524  41012 214960    0    0     0     0  203   123  2  1 95  1
 1  0  67388 717524  41012 214964    0    0     0     0  204   118  1  1 97  0
 1  0  67388 717524  41012 214964    0    0     0     0  203   117  1  0 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717524  41012 214964    0    0     0     0  204   127  1  1 97  0
 2  0  67388 717524  41012 214964    0    0     0    40  210   129  1  1 98  0
 2  0  67388 717524  41012 214964    0    0     0     0  204   121  1  1 97  0
 2  0  67388 717524  41012 214964    0    0     0     0  203   120  1  1 98  0
 2  0  67388 717524  41012 214964    0    0     0     0  203   124  2  0 97  0
 1  0  67388 717520  41012 214964    4    0     4     0  204   120  2  0 96  2
 1  0  67388 717520  41012 214964    0    0     0    20  208   124  1  0 99  0
 1  0  67388 717520  41012 214964    0    0     0     0  203   125  1  0 98  0
 1  0  67388 717520  41012 214964    0    0     0     0  206   121  2  0 98  0
 1  0  67388 717520  41012 214964    0    0     0     0  203   127  1  0 98  0
 1  0  67388 717520  41012 214964    0    0     0     0  204   118  1  1 98  0
 1  0  67388 717520  41012 214964    0    0     0    20  206   132  1  0 98  0
 1  0  67388 717520  41012 214964    0    0     0     0  204   120  2  0 98  0
 1  0  67388 717520  41012 214964    0    0     0     0  203   126  1  0 99  0
 1  0  67388 717520  41012 214964    0    0     0     0  204   125  1  0 98  0
 1  0  67388 717520  41012 214964    0    0     0     0  205   117  2  0 97  0
 1  0  67388 717520  41012 214964    0    0     0    20  208   133  1  2 96  0
 2  0  67388 717520  41012 214964    0    0     0     0  202   117  1  1 97  0
 1  0  67388 717520  41012 214964    0    0     0     0  204   115  2  1 97  0
 1  0  67388 717520  41012 214964    0    0     0     0  203   121  1  1 98  0
 2  0  67388 717520  41012 214964    0    0     0     0  204   119  2  1 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717520  41012 214964    0    0     0    20  207   128  2  1 97  0
 2  0  67388 717520  41012 214964    0    0     0     0  206   118  3  0 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  203   119  2  1 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  203   124  1  1 98  0
 1  0  67388 717516  41012 214964    0    0     0     0  203   116  2  0 97  0
 1  0  67388 717516  41012 214964    0    0     0    36  211   130  2  0 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  203   116  2  1 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  204   118  1  2 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  205   126  2  0 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  204   118  2  0 97  0
 1  0  67388 717516  41012 214964    0    0     0    20  206   128  2  1 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  204   114  2  0 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  203   120  1  0 98  0
 1  0  67388 717516  41012 214964    0    0     0     0  204   126  1  0 98  0
 2  0  67388 717516  41012 214964    0    0     0     0  204   120  2  0 98  0
 1  0  67388 717516  41012 214964    0    0     0    20  212   126  0  1 98  0
 2  0  67388 717516  41012 214964    0    0     0     0  205   115  2  0 98  0
 0  1  67388 717516  41012 214964    4    0     4     0  202   111  1  0 96  2
 2  0  67388 717516  41012 214964    0    0     0     0  205   123  2  1 97  0
 1  0  67388 717516  41012 214964    0    0     0     0  203   120  1  1 98  0
 2  0  67388 717516  41012 214964    0    0     0    20  208   127  2  1 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717516  41012 214964    0    0     0     0  205   119  2  1 97  0
 1  0  67388 717516  41012 214968    0    0     0     0  204   123  3  2 95  0
 2  0  67388 717516  41012 214968    0    0     0     0  203   125  1  1 98  0
 2  0  67388 717516  41012 214968    0    0     0     0  203   120  2  0 98  0
 2  0  67388 717512  41012 214968    0    0     0    40  208   128  2  0 98  0
 2  0  67388 717508  41012 214968    0    0     0     0  204   116  1  1 98  0
 3  0  67388 717508  41012 214968    0    0     0     0  203   111  2  0 97  0
 1  0  67388 717508  41012 214968    0    0     0     0  206   122  2  1 97  0
 1  0  67388 717508  41012 214968    0    0     0     0  203   110  2  1 96  0
 2  0  67388 717508  41012 214968    0    0     0    20  207   121  1  0 98  0
 1  0  67388 717508  41012 214968    0    0     0     0  203   119  3  0 97  0
 2  0  67388 717508  41012 214968    0    0     0     0  204   118  2  0 98  0
 2  0  67388 717508  41012 214968    0    0     0     0  203   125  1  1 97  0
 2  0  67388 717508  41012 214968    0    0     0     0  204   120  1  1 98  0
 3  0  67388 717508  41012 214968    0    0     0    36  212   123  2  0 98  0
 2  0  67388 717508  41012 214968    0    0     0     0  204   115  1  0 98  0
 1  0  67388 717508  41012 214968    0    0     0     0  202   114  2  0 98  0
 1  0  67388 717508  41012 214968    0    0     0     0  204   124  0  1 99  0
 3  0  67388 717508  41012 214968    0    0     0     0  203   124  2  0 97  0
 2  0  67388 717508  41012 214968    0    0     0    20  208   128  1  1 98  0
 2  0  67388 717508  41012 214968    0    0     0     0  203   121  1  1 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717508  41012 214968    0    0     0     0  206   120  1  1 98  0
 2  0  67388 717508  41012 214968    0    0     0     0  203   130  2  1 97  0
 1  0  67388 717508  41012 214968    0    0     0     0  203   119  2  1 96  0
 2  0  67388 717508  41012 214968    0    0     0    20  207   129  1  1 98  0
 3  0  67388 717508  41012 214968    0    0     0     0  204   120  2  0 98  0
 2  0  67388 717508  41012 214968    0    0     0     0  203   119  1  1 98  0
 1  0  67388 717504  41012 214968    0    0     0     0  204   131  2  0 98  0
 2  0  67388 717504  41012 214968    0    0     0     0  205   118  1  0 99  0
 2  0  67388 717504  41012 214968    0    0     0    20  207   133  2  0 98  0
 2  0  67388 717504  41012 214968    0    0     0     0  203   121  1  0 98  0
 2  0  67388 717504  41012 214968    0    0     0     0  204   117  2  0 98  0
 2  0  67388 717500  41012 214968    0    0     0     0  203   124  1  0 98  0
 1  1  67388 717500  41012 214968    4    0     4    16  208   121  1  1 95  2
 2  0  67388 717500  41012 214968    4    0     4     4  205   126  2  0 98  0
 2  0  67388 717500  41012 214968    0    0     0     0  206   118  1  1 98  0
 2  0  67388 717500  41012 214968    0    0     0     0  202   122  1  1 98  0
 2  0  67388 717500  41012 214968    0    0     0     0  204   130  2  1 97  0
 2  0  67388 717500  41012 214968    0    0     0    20  207   131  1  1 98  0
 2  0  67388 717500  41012 214968    0    0     0     0  204   121  2  1 97  0
 0  1  67388 717500  41012 214968    4    0     4     0  203   120  1  0 96  2
 2  0  67388 717500  41012 214968    0    0     0     0  205   127  1  1 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717500  41012 214968    0    0     0     0  205   129  2  1 97  0
 2  0  67388 717500  41012 214968    0    0     0    20  207   132  1  1 98  0
 3  0  67388 717500  41012 214968    0    0     0     0  203   118  2  1 97  0
 3  0  67388 717500  41012 214968    4    0     4     0  198   106  1  1 97  1
 3  0  67388 717500  41012 214968    0    0     0     0  187   105  1  0 98  0
 4  0  67388 717500  41012 214968    0    0     0     0  201   124  2  1 97  0
 1  0  67388 717500  41012 214968    0    0     0    20  207   130  2  1 97  0
 2  0  67388 717500  41012 214972    0    0     0     0  206   114  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  202   115  1  2 97  0
 1  0  67388 717500  41012 214972    0    0     0     0  204   121  1  2 97  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   125  1  1 97  0
 1  0  67388 717500  41012 214972    0    0     0    40  209   128  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   122  1  1 97  0
 2  0  67388 717500  41012 214972    4    0     4     0  205   121  1  1 95  2
 1  0  67388 717500  41012 214972    0    0     0     0  204   121  1  1 98  0
 2  0  67388 717500  41012 214972    4    0     4     0  205   132  1  1 97  0
 0  0  67388 717500  41012 214972    0    0     0    20  207   136  1  1 97  0
 1  0  67388 717500  41012 214972    0    0     0     0  204   124  1  1 97  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   125  1  2 97  0
 2  0  67388 717500  41012 214972    4    0     4     0  205   127  1  1 96  2
 2  0  67388 717500  41012 214972    0    0     0     0  203   123  2  1 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717500  41012 214972    0    0     0    60  210   134  1  1 97  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   124  1  1 98  0
 2  0  67388 717500  41012 214972    0    0     0     0  204   126  1  0 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   125  1  1 98  0
 2  0  67388 717500  41012 214972    0    0     0     0  204   124  2  1 97  0
 2  0  67388 717500  41012 214972    0    0     0    20  207   134  1  1 98  0
 2  0  67388 717500  41012 214972    0    0     0     0  204   124  1  1 98  0
 2  0  67388 717500  41012 214972    0    0     0     0  204   124  1  1 98  0
 2  0  67388 717500  41012 214972    0    0     0     0  204   130  1  1 98  0
 2  0  67388 717500  41012 214972    0    0     0     0  203   119  1  1 97  0
 2  0  67388 717500  41012 214972    0    0     0    72  217   133  1  0 98  0
 3  0  67388 717500  41012 214972    0    0     0     0  203   120  1  0 98  0
 3  0  67388 717500  41012 214972    0    0     0     0  204   119  1  0 98  0
 2  0  67388 717500  41012 214972    0    0     0     0  203   125  1  0 98  0
 3  0  67388 717500  41012 214972    0    0     0     0  205   117  1  0 98  0
 1  0  67388 717500  41012 214972    0    0     0    20  207   126  1  1 98  0
 2  0  67388 717500  41012 214972    0    0     0     0  204   118  2  0 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   116  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  204   125  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   115  1  1 98  0
 0  0  67388 717500  41012 214972    0    0     0    20  208   138  1  1 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717500  41012 214972    0    0     0     0  204   115  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  204   119  1  0 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   123  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  204   121  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0    20  207   129  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   117  1  1 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  203   117  2  0 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  206   125  2  0 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  204   116  1  1 97  0
 1  0  67388 717500  41012 214972    0    0     0    20  207   136  2  0 98  0
 1  0  67388 717500  41012 214972    0    0     0     0  204   112  1  1 98  0
 0  1  67388 717500  41012 214972    4    0     4     0  203   116  2  0 96  2
 2  0  67388 717500  41012 214972    0    0     0     0  204   126  2  0 98  0
 3  0  67388 717500  41012 214976    0    0     0     0  205   121  1  1 98  0
 2  0  67388 717500  41012 214976    0    0     0    40  209   128  1  1 98  0
 2  0  67388 717500  41012 214976    0    0     0     0  203   122  1  0 98  0
 2  0  67388 717500  41012 214976    4    0     4     0  205   117  1  1 96  2
 2  0  67388 717500  41012 214976    0    0     0     0  203   126  1  0 98  0
 1  0  67388 717500  41012 214976    0    0     0     0  204   118  1  0 98  0
 2  0  67388 717500  41016 214976    0    0     0    40  210   129  1  1 98  0
 1  0  67388 717500  41016 214976    0    0     0     0  206   109  1  1 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717500  41016 214976    0    0     0     0  203   118  1  0 98  0
 1  0  67388 717500  41016 214976    0    0     0     0  204   122  1  0 99  0
 2  0  67388 717500  41016 214976    0    0     0     0  203   121  2  1 97  0
 1  0  67388 717500  41016 214976    0    0     0    20  208   126  1  0 99  0
 1  0  67388 717500  41016 214976    0    0     0     0  203   120  1  1 98  0
 1  0  67388 717500  41016 214976    0    0     0     0  203   122  2  0 98  0
 2  0  67388 717500  41016 214976    0    0     0     0  205   126  1  0 98  0
 2  0  67388 717500  41016 214976    0    0     0     0  204   120  1  0 98  0
 2  0  67388 717500  41016 214976    0    0     0    20  207   125  1  0 98  0
 2  0  67388 717500  41016 214976    0    0     0     0  204   117  1  0 98  0
 2  0  67388 717500  41016 214976    0    0     0     0  203   117  1  0 98  0
 2  0  67388 717500  41016 214976    0    0     0     0  204   128  1  0 98  0
 3  0  67388 717500  41016 214976    0    0     0     0  202   127  1  0 98  0
 0  1  67388 717500  41020 214976    4    0     4    20  210   126  1  1 96  2
 2  0  67388 717500  41020 214976    0    0     0     0  204   121  1  1 98  0
